№ Кампании,Название кампании,Тип кампании,Статус кампании,Название пакетной стратегии,Тип стратегии,№ Группы,Название группы,Тип условия показа,Ключевая фраза,Условие подбора аудитории,Условие подбора аудитории,Название корректировки,Корректировки,Поисковый запрос,Категория запроса,Упоминания брендов в запросах,Тип соответствия,Подобранная фраза,№ Объявления,Статус объявления,Тип объявления,Заголовок,Текст,Ссылка,Место клика,Формат,Источник текста,Название товара или каталога,Производитель товара,Категория товара,Пол,Возраст,Уровень платежеспособности,Уровень трат в категории,Жанры и тематики,Тип инвентаря,Производитель устройства,Версия ОС устройства,Тип устройства,Тип операционной системы,Тип связи,Тип площадки,Вид размещения,Тематика телеграм-канала,"Расход, ₽",Клики,"CPC, ₽","Отказы, %",Глубина просмотра,Конверсии,"CR, %","CPA, ₽","Доход (от ценности конверсий), ₽","ДРР (по ценности), %",ROI (по ценности),"Прибыль (по ценности), ₽"
704073639,Психолог Ксения,Единая перфоманс-кампания,Активные,,Максимум конверсий с ограничением по цене,5662806799,Тревога и паника,Фраза,услуги психолога онлайн,-,0,-,0,сервис поиска психолога,Широкие запросы,Запросы без упоминания брендов,Семантическое,,1890155724754657248,Активные,Нейрообъявление,Психолог онлайн по методу КПТ.,Конфиденциальные консультации. Без обязательств. Помощь в вашем случае.,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,Текстово-графический,Автоматический,,,,Мужской,Не определен,Остальные,Не определено,,Баннеры,-,-,Десктопы,Не определён,Wi-Fi,Поиск,Прочее,Не определено,0.00,0,-,-,-,0,-,-,0.00,-,-,0.00
704073639,Психолог Ксения,Единая перфоманс-кампания,Активные,,Максимум конверсий с ограничением по цене,5662806799,Тревога и паника,Автотаргетинг,,-,0,-,0,психолог москва тревога консультация,Целевые запросы,Запросы без упоминания брендов,-,,1890155724754657248,Активные,Нейрообъявление,Психолог по методу КПТ. Конфиденциально.,Помогу разобраться с тревожными состояниями. Конкретные техники. Запишитесь!,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,Текстово-графический,Автоматический,,,,Женский,35-44 года,Топ 1%,Не определено,,Баннеры,-,-,Смартфоны,iOS,Wi-Fi,Поиск,Спецразмещение,Не определено,0.00,0,-,-,-,0,-,-,0.00,-,-,0.00
704073639,Психолог Ксения,Единая перфоманс-кампания,Активные,,Максимум конверсий с ограничением по цене,5662806799,Тревога и паника,Фраза,консультация психолога онлайн,-,0,-,0,рейтинг онлайн платформ психологической помощи,Сопутствующие запросы,Запросы без упоминания брендов,Семантическое,,17590706994,Активные,Текстово-графическое,Психолог онлайн. Работа с сильной тревогой.,Бережная работа с тревожностью и стрессом. Конфиденциально.,https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,Текстово-графический,Автоматический,,,,Женский,Старше 55,Остальные,Не определено,,Баннеры,-,-,Десктопы,Не определён,Wi-Fi,Поиск,Спецразмещение,Не определено,0.00,0,-,-,-,0,-,-,0.00,-,-,0.00
704073639,Психолог Ксения,Единая перфоманс-кампания,Активные,,Максимум конверсий с ограничением по цене,5662806799,Тревога и паника,Фраза,консультация психолога онлайн,-,0,-,0,ясно психологи онлайн,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,1890155724754657248,Активные,Нейрообъявление,Психолог онлайн. КПТ. Бесплатная встреча (30 минут),Конфиденциальная работа. Конкретные техники. Поддержка на каждом этапе.,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,Текстово-графический,Автоматический,,,,Женский,Старше 55,2–5%,Не определено,,Баннеры,-,-,Десктопы,Не определён,Wi-Fi,Поиск,Спецразмещение,Не определено,0.00,0,-,-,-,0,-,-,0.00,-,-,0.00
704073639,Психолог Ксения,Единая перфоманс-кампания,Активные,,Максимум конверсий с ограничением по цене,5662806799,Тревога и паника,Автотаргетинг,,-,0,-,0,найти психолога онлайн,Целевые запросы,Запросы без упоминания брендов,-,,1890155724754657248,Активные,Нейрообъявление,Психолог онлайн. КПТ. Бесплатная встреча (30 минут),Конфиденциальная работа. Конкретные техники. Поддержка на каждом этапе.,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,Текстово-графический,Автоматический,,,,Женский,25-34 года,Остальные,Не определено,,Баннеры,-,-,Десктопы,Не определён,Wi-Fi,Поиск,Прочее,Не определено,0.00,0,-,-,-,0,-,-,0.00,-,-,0.00
704073639,Психолог Ксения,Единая перфоманс-кампания,Активные,,Максимум конверсий с ограничением по цене,5662806799,Тревога и паника,Автотаргетинг,,-,0,-,0,агрегатор психологов,Целевые запросы,Запросы без упоминания брендов,-,,1890155724754657248,Активные,Нейрообъявление,Психолог онлайн. Конфиденциально. Метод КПТ.,Бесплатная встреча 30 минут. Конкретные техники. Домашнее задание. Поддержка.,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,Текстово-графический,Автоматический,,,,Женский,35-44 года,2–5%,Не определено,,Баннеры,-,-,Смартфоны,iOS,Wi-Fi,Поиск,Прочее,Не определено,0.00,0,-,-,-,0,-,-,0.00,-,-,0.00
704073639,Психолог Ксения,Единая перфоманс-кампания,Активные,,Максимум конверсий с ограничением по цене,5662806799,Тревога и паника,Фраза,психолог консультация цена,-,0,-,0,психологи казань реальные цены,Широкие запросы,Запросы без упоминания брендов,Семантическое,,1890155724754657248,Активные,Нейрообъявление,Психолог по методу КПТ. Конфиденциально.,Помогу разобраться с тревожными состояниями. Конкретные техники. Запишитесь!,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,Текстово-графический,Оригинальный,,,,Женский,Старше 55,Остальные,Не определено,,Баннеры,-,-,Смартфоны,Android,Wi-Fi,Поиск,Спецразмещение,Не определено,0.00,0,-,-,-,0,-,-,0.00,-,-,0.00
704073639,Психолог Ксения,Единая перфоманс-кампания,Активные,,Максимум конверсий с ограничением по цене,5662806799,Тревога и паника,Фраза,услуги психолога онлайн,-,0,-,0,сайт поиска психолога,Широкие запросы,Запросы без упоминания брендов,Семантическое,,1890155724754657248,Активные,Нейрообъявление,Психолог онлайн. КПТ. Бесплатная встреча (30 минут),Конфиденциальная работа. Конкретные техники. Поддержка на каждом этапе.,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,Текстово-графический,Автоматический,,,,Женский,35-44 года,Топ 1%,Не определено,,Баннеры,-,-,Смартфоны,iOS,Wi-Fi,Поиск,Спецразмещение,Не определено,0.00,0,-,-,-,0,-,-,0.00,-,-,0.00
704073639,Психолог Ксения,Единая перфоманс-кампания,Активные,,Максимум конверсий с ограничением по цене,5662806799,Тревога и паника,Автотаргетинг,,-,0,-,0,специалисты по когнитивно поведенческой терапии в челябинске,Целевые запросы,Запросы без упоминания брендов,-,,1890155724754657248,Активные,Нейрообъявление,Психолог по методу КПТ. Конфиденциально.,Помогу разобраться с тревожными состояниями. Конкретные техники. Запишитесь!,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,Текстово-графический,Автоматический,,,,Женский,Старше 55,Остальные,Не определено,,Баннеры,-,-,Смартфоны,iOS,Wi-Fi,Поиск,Спецразмещение,Не определено,0.00,0,-,-,-,0,-,-,0.00,-,-,0.00
704073639,Психолог Ксения,Единая перфоманс-кампания,Активные,,Максимум конверсий с ограничением по цене,5662806799,Тревога и паника,Автотаргетинг,,-,0,-,0,специалисты по когнитивно поведенческой терапии в челябинске,Целевые запросы,Запросы без упоминания брендов,-,,1890155724754657248,Активные,Нейрообъявление,Психолог по методу КПТ. Конфиденциально.,Помогу разобраться с тревожными состояниями. Конкретные техники. Запишитесь!,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},Заголовок и ссылка перехода,Текстово-графический,Автоматический,,,,Женский,Старше 55,Остальные,Не определено,,Баннеры,-,-,Смартфоны,iOS,Wi-Fi,Поиск,Спецразмещение,Не определено,15.13,1,15.13,100.00,1.00,0,0.00,-,0.00,-,-1.00,-15.13
704073639,Психолог Ксения,Единая перфоманс-кампания,Активные,,Максимум конверсий с ограничением по цене,5662806799,Тревога и паника,Фраза,психолог консультация цена,-,0,-,0,психолог стоимость,Широкие запросы,Запросы без упоминания брендов,Семантическое,,1890155724754657248,Активные,Нейрообъявление,Психолог онлайн. Конфиденциально. Метод КПТ.,Бесплатная встреча 30 минут. Конкретные техники. Домашнее задание. Поддержка.,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,Текстово-графический,Автоматический,,,,Женский,45-54 года,6–10%,Не определено,,Баннеры,-,-,Смартфоны,iOS,Wi-Fi,Поиск,Прочее,Не определено,0.00,0,-,-,-,0,-,-,0.00,-,-,0.00
704073639,Психолог Ксения,Единая перфоманс-кампания,Активные,,Максимум конверсий с ограничением по цене,5662806799,Тревога и паника,Фраза,психолог консультация цена,-,0,-,0,средняя стоимость психолога челябинск,Широкие запросы,Запросы без упоминания брендов,Семантическое,,1890155724754657248,Активные,Нейрообъявление,Психолог по работе с тревогой. Конфиденциально,Бесплатная вводная встреча. Конкретные техники. Поддержка на каждом этапе.,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,Текстово-графический,Автоматический,,,,Женский,25-34 года,Остальные,Не определено,,Баннеры,-,-,Смартфоны,Android,Wi-Fi,Поиск,Прочее,Не определено,0.00,0,-,-,-,0,-,-,0.00,-,-,0.00
704073639,Психолог Ксения,Единая перфоманс-кампания,Активные,,Максимум конверсий с ограничением по цене,5662806799,Тревога и паника,Фраза,услуги психолога онлайн,-,0,-,0,,Альтернативные запросы,Запросы без упоминания брендов,Семантическое,,1890155724754657248,Активные,Нейрообъявление,Психолог онлайн. Конфиденциально.,Помогу разобраться с тревогой и беспокойством. Конкретные техники. Запишитесь!,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,Текстово-графический,Автоматический,,,,Женский,Старше 55,Топ 1%,Не определено,,Баннеры,-,-,Десктопы,Не определён,Wi-Fi,Поиск,Спецразмещение,Не определено,0.00,0,-,-,-,0,-,-,0.00,-,-,0.00
704073639,Психолог Ксения,Единая перфоманс-кампания,Активные,,Максимум конверсий с ограничением по цене,5662806799,Тревога и паника,Фраза,анонимный психолог онлайн,-,0,-,0,анонимная онлайн психологическая помощь,Широкие запросы,Запросы без упоминания брендов,Семантическое,,1890155724754657248,Активные,Нейрообъявление,Психолог при тревожности. Онлайн.,Разберитесь с тревожными состояниями. Конфиденциально. Без обязательств.,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,Текстово-графический,Автоматический,,,,Женский,35-44 года,Остальные,Не определено,,Баннеры,-,-,Смартфоны,Android,Wi-Fi,Поиск,Прочее,Не определено,0.00,0,-,-,-,0,-,-,0.00,-,-,0.00
704073639,Психолог Ксения,Единая перфоманс-кампания,Активные,,Максимум конверсий с ограничением по цене,5662806799,Тревога и паника,Фраза,психолог консультация цена,-,0,-,0,семейный психолог спб цены,Широкие запросы,Запросы без упоминания брендов,Семантическое,,1890155724754657248,Активные,Нейрообъявление,Психолог по методу КПТ. Конфиденциально.,Помогу разобраться с тревожными состояниями. Конкретные техники. Запишитесь!,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,Текстово-графический,Автоматический,,,,Мужской,35-44 года,Остальные,Не определено,,Баннеры,-,-,Смартфоны,iOS,Wi-Fi,Поиск,Спецразмещение,Не определено,0.00,0,-,-,-,0,-,-,0.00,-,-,0.00
704073639,Психолог Ксения,Единая перфоманс-кампания,Активные,,Максимум конверсий с ограничением по цене,5662806799,Тревога и паника,Фраза,услуги психолога онлайн,-,0,-,0,сервис поиска психолога,Широкие запросы,Запросы без упоминания брендов,Семантическое,,1890155724754657248,Активные,Нейрообъявление,Психолог онлайн. Конфиденциально. Метод КПТ.,Бесплатная встреча 30 минут. Конкретные техники. Домашнее задание. Поддержка.,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,Текстово-графический,Автоматический,,,,Не определен,Не определен,Остальные,Не определено,,Баннеры,-,-,Десктопы,Не определён,Wi-Fi,Поиск,Прочее,Не определено,0.00,0,-,-,-,0,-,-,0.00,-,-,0.00
704073639,Психолог Ксения,Единая перфоманс-кампания,Активные,,Максимум конверсий с ограничением по цене,5662806799,Тревога и паника,Фраза,услуги психолога онлайн,-,0,-,0,психолог о использовании подруги онлайн,Целевые запросы,Запросы без упоминания брендов,Семантическое,,1890155724754657248,Активные,Нейрообъявление,Психолог по методу КПТ. Конфиденциально.,Помогу разобраться с тревожными состояниями. Конкретные техники. Запишитесь!,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,Текстово-графический,Автоматический,,,,Женский,Старше 55,Остальные,Не определено,,Баннеры,-,-,Смартфоны,Android,Wi-Fi,Поиск,Прочее,Не определено,0.00,0,-,-,-,0,-,-,0.00,-,-,0.00
704073639,Психолог Ксения,Единая перфоманс-кампания,Активные,,Максимум конверсий с ограничением по цене,5662806799,Тревога и паника,Автотаргетинг,,-,0,-,0,онлайн беседа с психологом,Целевые запросы,Запросы без упоминания брендов,-,,1890155724754657248,Активные,Нейрообъявление,Психолог онлайн. Конфиденциально. Метод КПТ.,Бесплатная встреча 30 минут. Конкретные техники. Домашнее задание. Поддержка.,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,Текстово-графический,Автоматический,,,,Женский,35-44 года,Остальные,Не определено,,Баннеры,-,-,Десктопы,Не определён,Wi-Fi,Поиск,Спецразмещение,Не определено,0.00,0,-,-,-,0,-,-,0.00,-,-,0.00
704073639,Психолог Ксения,Единая перфоманс-кампания,Активные,,Максимум конверсий с ограничением по цене,5662806799,Тревога и паника,Фраза,услуги психолога онлайн,-,0,-,0,чат с психологом онлайн аи,Альтернативные запросы,Запросы без упоминания брендов,Семантическое,,1890155724754657248,Активные,Нейрообъявление,КПТ-психология онлайн. Бесплатная вводная встреча,Конфиденциально. Конкретные техники и упражнения. Поддержка на каждом этапе.,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,Текстово-графический,Автоматический,,,,Женский,25-34 года,Остальные,Не определено,,Баннеры,-,-,Смартфоны,Android,Wi-Fi,Поиск,Прочее,Не определено,0.00,0,-,-,-,0,-,-,0.00,-,-,0.00
704073639,Психолог Ксения,Единая перфоманс-кампания,Активные,,Максимум конверсий с ограничением по цене,5662806799,Тревога и паника,Фраза,консультация психолога онлайн,-,0,-,0,психолог онлайн,Широкие запросы,Запросы без упоминания брендов,Семантическое,,1890155724754657248,Активные,Нейрообъявление,КПТ. Онлайн-консультации с психологом.,Помогу разобраться с тревожными состояниями. Конфиденциально. Без обязательств.,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,Текстово-графический,Автоматический,,,,Женский,25-34 года,Остальные,Не определено,,Баннеры,-,-,Смартфоны,iOS,Wi-Fi,Поиск,Прочее,Не определено,0.00,0,-,-,-,0,-,-,0.00,-,-,0.00
704073639,Психолог Ксения,Единая перфоманс-кампания,Активные,,Максимум конверсий с ограничением по цене,5662806799,Тревога и паника,Фраза,психолог консультация цена,-,0,-,0,психолог мариуполь цена,Широкие запросы,Запросы без упоминания брендов,Семантическое,,1890155724754657248,Активные,Нейрообъявление,Психолог онлайн. Конфиденциально.,Помогу разобраться с тревогой и беспокойством. Конкретные техники. Запишитесь!,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,Текстово-графический,Автоматический,,,,Женский,25-34 года,Остальные,Не определено,,Баннеры,-,-,Десктопы,Не определён,Wi-Fi,Поиск,Спецразмещение,Не определено,0.00,0,-,-,-,0,-,-,0.00,-,-,0.00
704073639,Психолог Ксения,Единая перфоманс-кампания,Активные,,Максимум конверсий с ограничением по цене,5662806799,Тревога и паника,Автотаргетинг,,-,0,-,0,цифровой психолог бронницы,Целевые запросы,Запросы без упоминания брендов,-,,1890155724754657248,Активные,Нейрообъявление,Психолог онлайн. Конфиденциально. Метод КПТ.,Бесплатная встреча 30 минут. Конкретные техники. Домашнее задание. Поддержка.,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,Текстово-графический,Автоматический,,,,Женский,25-34 года,6–10%,Не определено,,Баннеры,-,-,Смартфоны,iOS,Wi-Fi,Поиск,Прочее,Не определено,0.00,0,-,-,-,0,-,-,0.00,-,-,0.00
704073639,Психолог Ксения,Единая перфоманс-кампания,Активные,,Максимум конверсий с ограничением по цене,5662806799,Тревога и паника,Фраза,помощь психолога при тревоге,-,0,-,0,к какому врачу обращаться при панических атаках и тревоге и страхе и бессоннице,Сопутствующие запросы,Запросы без упоминания брендов,Семантическое,,1890155724754657248,Активные,Нейрообъявление,Психолог при тревожности. Онлайн.,Разберитесь с тревожными состояниями. Конфиденциально. Без обязательств.,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,Текстово-графический,Автоматический,,,,Женский,Не определен,Остальные,Не определено,,Баннеры,-,-,Смартфоны,Android,Wi-Fi,Поиск,Прочее,Не определено,0.00,0,-,-,-,0,-,-,0.00,-,-,0.00
704073639,Психолог Ксения,Единая перфоманс-кампания,Активные,,Максимум конверсий с ограничением по цене,5662806799,Тревога и паника,Фраза,психолог консультация цена,-,0,-,0,цены на психолога в казани,Широкие запросы,Запросы без упоминания брендов,Семантическое,,1890155724754657248,Активные,Нейрообъявление,Психолог онлайн. Конфиденциально.,Помогу разобраться с тревогой и беспокойством. Конкретные техники. Запишитесь!,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,Текстово-графический,Автоматический,,,,Женский,25-34 года,Остальные,Не определено,,Баннеры,-,-,Смартфоны,iOS,Wi-Fi,Поиск,Прочее,Не определено,0.00,0,-,-,-,0,-,-,0.00,-,-,0.00
704073639,Психолог Ксения,Единая перфоманс-кампания,Активные,,Максимум конверсий с ограничением по цене,5662806799,Тревога и паника,Автотаргетинг,,-,0,-,0,воронеж когнитивно поведенческая терапия,Целевые запросы,Запросы без упоминания брендов,-,,1890155724754657248,Активные,Нейрообъявление,Психолог по методу КПТ. Конфиденциально.,Помогу разобраться с тревожными состояниями. Конкретные техники. Запишитесь!,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,Текстово-графический,Автоматический,,,,Женский,35-44 года,Остальные,Не определено,,Баннеры,-,-,Смартфоны,Android,Wi-Fi,Поиск,Спецразмещение,Не определено,0.00,0,-,-,-,0,-,-,0.00,-,-,0.00
704073639,Психолог Ксения,Единая перфоманс-кампания,Активные,,Максимум конверсий с ограничением по цене,5662806799,Тревога и паника,Фраза,помощь психолога при тревоге,-,0,-,0,психолог социальная тревога,Сопутствующие запросы,Запросы без упоминания брендов,Семантическое,,1890155724754657248,Активные,Нейрообъявление,Психолог онлайн. Конфиденциально.,Помогу разобраться с тревогой и беспокойством. Конкретные техники. Запишитесь!,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,Текстово-графический,Автоматический,,,,Не определен,Не определен,Остальные,Не определено,,Баннеры,-,-,Смартфоны,Android,Wi-Fi,Поиск,Прочее,Не определено,0.00,0,-,-,-,0,-,-,0.00,-,-,0.00
704073639,Психолог Ксения,Единая перфоманс-кампания,Активные,,Максимум конверсий с ограничением по цене,5662806799,Тревога и паника,Автотаргетинг,,-,0,-,0,когнитивно поведенческая терапия пермь,Целевые запросы,Запросы без упоминания брендов,-,,1890155724754657248,Активные,Нейрообъявление,Психолог по методу КПТ. Конфиденциально.,Помогу разобраться с тревожными состояниями. Конкретные техники. Запишитесь!,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,Текстово-графический,Автоматический,,,,Женский,35-44 года,Остальные,Не определено,,Баннеры,-,-,Смартфоны,Android,Wi-Fi,Поиск,Спецразмещение,Не определено,0.00,0,-,-,-,0,-,-,0.00,-,-,0.00
704073639,Психолог Ксения,Единая перфоманс-кампания,Активные,,Максимум конверсий с ограничением по цене,5662806799,Тревога и паника,Автотаргетинг,,-,0,-,0,психолог панические атаки,Целевые запросы,Запросы без упоминания брендов,-,,1890155724754657248,Активные,Нейрообъявление,"Помощь при тревожности. Конфиденциально, онлайн",Психолог Ксения Парваткина. Структурированный подход с практическими техниками.,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,Текстово-графический,Автоматический,,,,Мужской,25-34 года,Остальные,Не определено,,Баннеры,-,-,Смартфоны,iOS,Wi-Fi,Поиск,Прочее,Не определено,0.00,0,-,-,-,0,-,-,0.00,-,-,0.00
704073639,Психолог Ксения,Единая перфоманс-кампания,Активные,,Максимум конверсий с ограничением по цене,5662806799,Тревога и паника,Фраза,консультация психолога онлайн,-,0,-,0,консультация психолога онлайн васильева елена в спб,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,1890155724754657248,Активные,Нейрообъявление,Психолог онлайн. Конфиденциально. Метод КПТ.,Бесплатная встреча 30 минут. Конкретные техники. Домашнее задание. Поддержка.,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,Текстово-графический,Автоматический,,,,Женский,45-54 года,Остальные,Не определено,,Баннеры,-,-,Смартфоны,Android,Wi-Fi,Поиск,Прочее,Не определено,0.00,0,-,-,-,0,-,-,0.00,-,-,0.00
704073639,Психолог Ксения,Единая перфоманс-кампания,Активные,,Максимум конверсий с ограничением по цене,5662806799,Тревога и паника,Фраза,психолог консультация цена,-,0,-,0,прием психолога в спб цена,Широкие запросы,Запросы без упоминания брендов,Семантическое,,1890155724754657248,Активные,Нейрообъявление,Психолог по методу КПТ. Конфиденциально.,Помогу разобраться с тревожными состояниями. Конкретные техники. Запишитесь!,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,Текстово-графический,Автоматический,,,,Мужской,Старше 55,Остальные,Не определено,,Баннеры,-,-,Десктопы,Не определён,Wi-Fi,Поиск,Спецразмещение,Не определено,0.00,0,-,-,-,0,-,-,0.00,-,-,0.00
704073639,Психолог Ксения,Единая перфоманс-кампания,Активные,,Максимум конверсий с ограничением по цене,5662806799,Тревога и паника,Автотаргетинг,,-,0,-,0,онлайн сервисы психологической помощи,Целевые запросы,Запросы без упоминания брендов,-,,1890155724754657248,Активные,Нейрообъявление,Психолог онлайн. Конфиденциально.,Помогу разобраться с тревогой и беспокойством. Конкретные техники. Запишитесь!,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,Текстово-графический,Автоматический,,,,Женский,25-34 года,2–5%,Не определено,,Баннеры,-,-,Смартфоны,iOS,Wi-Fi,Поиск,Спецразмещение,Не определено,0.00,0,-,-,-,0,-,-,0.00,-,-,0.00
704073639,Психолог Ксения,Единая перфоманс-кампания,Активные,,Максимум конверсий с ограничением по цене,5662806799,Тревога и паника,Автотаргетинг,,-,0,-,0,онлайн сервисы психологической помощи,Целевые запросы,Запросы без упоминания брендов,-,,1890155724754657248,Активные,Нейрообъявление,Психолог онлайн. Конфиденциально.,Помогу разобраться с тревогой и беспокойством. Конкретные техники. Запишитесь!,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},Заголовок и ссылка перехода,Текстово-графический,Автоматический,,,,Женский,25-34 года,2–5%,Не определено,,Баннеры,-,-,Смартфоны,iOS,Wi-Fi,Поиск,Спецразмещение,Не определено,138.10,1,138.10,0.00,1.00,0,0.00,-,0.00,-,-1.00,-138.10
704073639,Психолог Ксения,Единая перфоманс-кампания,Активные,,Максимум конверсий с ограничением по цене,5662806799,Тревога и паника,Фраза,услуги психолога онлайн,-,0,-,0,найти психолога онлайн,Широкие запросы,Запросы без упоминания брендов,Семантическое,,1890155724754657248,Активные,Нейрообъявление,Психолог онлайн по методу КПТ.,Конфиденциальные консультации. Без обязательств. Помощь в вашем случае.,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,Текстово-графический,Автоматический,,,,Женский,25-34 года,Остальные,Не определено,,Баннеры,-,-,Десктопы,Не определён,Wi-Fi,Поиск,Прочее,Не определено,0.00,0,-,-,-,0,-,-,0.00,-,-,0.00
704073639,Психолог Ксения,Единая перфоманс-кампания,Активные,,Максимум конверсий с ограничением по цене,5662806799,Тревога и паника,Фраза,психолог консультация цена,-,0,-,0,сколько стоит консультация психолога елены новоселовой,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,1890155724754657248,Активные,Нейрообъявление,Психолог онлайн по методу КПТ.,Конфиденциальные консультации. Без обязательств. Помощь в вашем случае.,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,Текстово-графический,Автоматический,,,,Женский,45-54 года,Остальные,Не определено,,Баннеры,-,-,Смартфоны,Android,Wi-Fi,Поиск,Спецразмещение,Не определено,0.00,0,-,-,-,0,-,-,0.00,-,-,0.00
