"Клиент Пользователь подписки (badver), период 06.02.2026 - 13.02.2026"
"Всего по поисковым запросам";;"Ср.расход за день (руб.)";"Показы";"Клики";"CTR (%)";"Расход (руб.)";"Ср. цена клика (руб.)";"Конверсия (%)";"Цена цели (руб.)";"Конверсии"
"с 06.02.2026 по 13.02.2026";;390,90;737;83;11,26;3127,22;37,68;-;0,00;0

"Дата";"Поисковый запрос";"Кампания";"№ Кампании";"Группа";"№ Группы";"Условие показа";"Тип соответствия";"Подобранная фраза";"Категория таргетинга";"Показы";"Клики";"CTR (%)";"Расход (руб.)";"Ср. цена клика (руб.)";"Конверсия (%)";"Цена цели (руб.)";"Конверсии"
06.02.2026;"сайт психотерапевтов";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
06.02.2026;"самопомощь при тревожно депрессивном расстройстве";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
06.02.2026;"сбор от тревоги и страха";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
06.02.2026;"сеанс психолога цена";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
06.02.2026;"сексолог онлайн консультация";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог онлайн консультация -цена";"семантическое";-;"Узкие запросы";2;0;0,00;0,00;-;-;-;0
06.02.2026;"сильная тревога чем снять";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
06.02.2026;"советы психиатра как избавиться от тревоги";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
06.02.2026;"соп тест психологический пройти онлайн";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог онлайн -записываться -консультация -анонимный -помощь";"семантическое";"психологическая онлайн  -записываться -консультация -анонимный -помощь";"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
06.02.2026;"специалисты кпт санкт петербург";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
06.02.2026;"стрезам от панических атак";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
06.02.2026;"таблетки от паники и тревоги";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
06.02.2026;"тенотен";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";4;0;0,00;0,00;-;-;-;0
06.02.2026;"тенотен взрослый";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
06.02.2026;"тенотен инструкция по применению взрослым";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";2;1;50,00;2,17;2,17;-;-;0
06.02.2026;"тенотен инструкция по применению взрослым в таблетках";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";2;0;0,00;0,00;-;-;-;0
06.02.2026;"тенотена при тревоге";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
06.02.2026;"техники кпт при тревожном расстройстве";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
06.02.2026;"точки рефлексотерапии при тревожном расстройстве";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";2;0;0,00;0,00;-;-;-;0
06.02.2026;"тревога как избавиться";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
06.02.2026;"тревожно депрессивное расстройство к ка какому врачу идти";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
06.02.2026;"тревожное расстройство как справиться";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
06.02.2026;"тревожное расстройство страх обратиться к врачу";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
06.02.2026;"тревожное состояние лечение могилев";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
06.02.2026;"тревожность без причины как избавиться";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
06.02.2026;"тревожность и как с ней бороться";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";2;0;0,00;0,00;-;-;-;0
06.02.2026;"тревожность после расставания могут выписать антипсихотические препараты";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
06.02.2026;"триттико лечит от депрессии и тревоги или нет";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
06.02.2026;"у меня тревога как можно себя успокоить";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
06.02.2026;"убрать тревожность";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
06.02.2026;"упражнения кпт при высокой тревоге";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";2;0;0,00;0,00;-;-;-;0
06.02.2026;"фенотропил от тревоги";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
06.02.2026;"флуоксетин или золофт при тревоге";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
06.02.2026;"что можно пить от панических атак и тревожности";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
06.02.2026;"что можно пить от тревоги и устранить диарею";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";2;0;0,00;0,00;-;-;-;0
06.02.2026;"что можно попить от панических атак в домашних условиях";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
06.02.2026;"что пить при сильной тревожности";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
06.02.2026;"что принять при стрессе и тревоге";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
06.02.2026;"экстренная психологическая помощь онлайн";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог онлайн консультация -цена";"семантическое";-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
06.02.2026;"қауіпсіз интернет психолог түсіндірмесі";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог онлайн -записываться -консультация -анонимный -помощь";"семантическое";"психолог интернет  -записываться -консультация -анонимный -помощь";"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
07.02.2026;"анонимные чаты психологической поддержки";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"анонимный психолог онлайн";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
07.02.2026;"анонимный чат с психологом ии";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"анонимный психолог онлайн";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
07.02.2026;"вопрос неврологу онлайн как успокоить нервную систему в домашних условиях на пределе срыва жизни";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"консультация психолога онлайн";"семантическое";-;"Сопутствующие запросы";1;1;100,00;9,51;9,51;-;-;0
07.02.2026;"вопрос психологу беременность грустно депрессия";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог для женщин";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
07.02.2026;"дмитрий петров психолог дзен мужчина должен платить за женщину";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"женский психолог";"семантическое";"женщин психолог";"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
07.02.2026;"дмитрий петров психолог дзен нужно ли платить за женщину в ресторане";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"женский психолог";"семантическое";"женщин психолог";"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
07.02.2026;"дмитрий петров психолог нужно ли платить за женщину в ресторане";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"женский психолог";"семантическое";"женщин психолог";"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
07.02.2026;"доктор курпатов панические атаки и невроз";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психотерапевт панические атаки";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
07.02.2026;"женатый мужчина и свободная женщина психология";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"женский психолог";"семантическое";"женщин психология";"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
07.02.2026;"женская поликлиника 4 психолог";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"женский психолог";"семантическое";-;"Альтернативные запросы";1;0;0,00;0,00;-;-;-;0
07.02.2026;"женский психолог анна лапина люксембург";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"женский психолог";"семантическое";-;"Альтернативные запросы";1;0;0,00;0,00;-;-;-;0
07.02.2026;"женский психолог блогер";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог для женщин";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
07.02.2026;"женский психолог мужчина лысый как зовут";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"женский психолог";"пословное";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
07.02.2026;"женщина эмпат психолог бартон";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"женский психолог";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
07.02.2026;"женщины ходят к психологам женщинам а мужчины к мужчинам";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"женский психолог";"семантическое";"женщин психолог";"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
07.02.2026;"запись к психологу";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
07.02.2026;"запись на консультацию психолога";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
07.02.2026;"избавление от стресса онлайн программа";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
07.02.2026;"как вернуть бывшую жену после развода советы психолога";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог для женщин";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
07.02.2026;"как женщины выбирают мужчин психология";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"женский психолог";"семантическое";"женщин психология";"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
07.02.2026;"какие советы обычно дают психологи женщинам для повышения самооценки";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог для женщин";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
07.02.2026;"когнитивная поведенческая гипнотерапия самара";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
07.02.2026;"когнитивно поведенческая терапия москва";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;1;100,00;32,88;32,88;-;-;0
07.02.2026;"когнитивно поведенческая терапия ростов";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
07.02.2026;"когнитивно поведенческая терапия самара";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
07.02.2026;"когнитивно поведенческая терапия санкт петербург";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
07.02.2026;"когнитивно поведенческая терапия услуги";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
07.02.2026;"когнитивно поведенческий психолог новосибирск";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
07.02.2026;"когнитивно поведенческой терапией с психотерапевтом";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
07.02.2026;"комплексы по поводу низкого роста у девушек психолог";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог для женщин";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
07.02.2026;"консультация психолога онлайн по телефону";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог онлайн консультация -цена";"семантическое";-;"Альтернативные запросы";1;0;0,00;0,00;-;-;-;0
07.02.2026;"консультация психотерапевта онлайн";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";2;0;0,00;0,00;-;-;-;0
07.02.2026;"кпт в спб";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";2;0;0,00;0,00;-;-;-;0
07.02.2026;"кпт от тревоги";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
07.02.2026;"кпт терапевт";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
07.02.2026;"кпт терапия в перми";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;1;100,00;14,16;14,16;-;-;0
07.02.2026;"кто нужен психолог мужчина или женщина женщине если у нее много страхов";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог для женщин";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
07.02.2026;"лучшие психологи в самаре взрослый от панических атак";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психотерапевт панические атаки";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
07.02.2026;"мужская психология для женщин в отношениях";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"женский психолог";"семантическое";"женщин психология";"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
07.02.2026;"найти психолога онлайн";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"помощь психолога онлайн";"семантическое";-;"Широкие запросы";1;0;0,00;0,00;-;-;-;0
07.02.2026;"найти психотерапевта онлайн";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психотерапевт онлайн консультация";"семантическое";-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
07.02.2026;"написать психологу онлайн";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог онлайн консультация -цена";"семантическое";-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
07.02.2026;"написать психологу онлайн 1221";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"помощь психолога онлайн";"семантическое";-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
07.02.2026;"онлайн психолог";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог онлайн -записываться -консультация -анонимный -помощь";"семантическое";-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
07.02.2026;"онлайн психолог";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
07.02.2026;"отечественные психологи женщины";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"женский психолог";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
07.02.2026;"отношения с замужней женщиной психология советы психолога";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"женский психолог";"семантическое";"женщин психолог";"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
07.02.2026;"платформа онлайн терапии психолог";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;1;100,00;53,34;53,34;-;-;0
07.02.2026;"поведенческая терапия спб";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
07.02.2026;"поднять самооценку женщине советы психолога как и уверенность";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог для женщин";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
07.02.2026;"помощь при сильной тревоги от переполненности эмоций";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
07.02.2026;"помощь психолога онлайн";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";2;0;0,00;0,00;-;-;-;0
07.02.2026;"прием психотерапевта красноярск онлайн";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психотерапевт онлайн консультация";"семантическое";-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
07.02.2026;"психолог в чате";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог онлайн -записываться -консультация -анонимный -помощь";"семантическое";-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
07.02.2026;"психолог волгоград тзр онлайн";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог онлайн -записываться -консультация -анонимный -помощь";"семантическое";-;"Широкие запросы";1;0;0,00;0,00;-;-;-;0
07.02.2026;"психолог волгоград тзр онлайн";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог онлайн -записываться -консультация -анонимный -помощь";"пословное";-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
07.02.2026;"психолог волгоград тзр онлайн";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог онлайн -записываться -консультация -анонимный -помощь";"пословное";-;"Широкие запросы";1;0;0,00;0,00;-;-;-;0
07.02.2026;"психолог женский известный мужчина";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"женский психолог";"пословное";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
07.02.2026;"психолог казань когнитивно поведенческая терапия";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";2;0;0,00;0,00;-;-;-;0
07.02.2026;"психолог онлайн";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";2;0;0,00;0,00;-;-;-;0
07.02.2026;"психолог онлайн в смс";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"помощь психолога онлайн";"семантическое";-;"Альтернативные запросы";1;1;100,00;28,99;28,99;-;-;0
07.02.2026;"психолог онлайн консультация сейчас";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
07.02.2026;"психолог онлайн консультация уфа";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог онлайн консультация -цена";"семантическое";-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
07.02.2026;"психолог онлайн консультация уфа";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог онлайн консультация -цена";"пословное";-;"Целевые запросы";1;1;100,00;88,59;88,58;-;-;0
07.02.2026;"психолог онлайн недорого";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
07.02.2026;"психолог онлайн нижний новгород авито";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
07.02.2026;"психолог онлайн новосибирск татьяна";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог онлайн -записываться -консультация -анонимный -помощь";"пословное";-;"Альтернативные запросы";1;0;0,00;0,00;-;-;-;0
07.02.2026;"психолог онлайн чат";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"помощь психолога онлайн";"семантическое";-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
07.02.2026;"психолог перед абортом отзывы женщин";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог для женщин";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
07.02.2026;"психолог ростов взрослый для девушки самоценность";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"женский психолог";"семантическое";-;"Широкие запросы";1;0;0,00;0,00;-;-;-;0
07.02.2026;"психолог сайт";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог онлайн -записываться -консультация -анонимный -помощь";"семантическое";-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
07.02.2026;"психолог сайт";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог онлайн -записываться -консультация -анонимный -помощь";"семантическое";-;"Широкие запросы";1;0;0,00;0,00;-;-;-;0
07.02.2026;"психолог тревожное расстройство";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
07.02.2026;"психологическая линия доверия онлайн";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"консультация психолога онлайн";"семантическое";-;"Альтернативные запросы";1;0;0,00;0,00;-;-;-;0
07.02.2026;"психологическая линия доверия онлайн";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог онлайн -записываться -консультация -анонимный -помощь";"семантическое";-;"Альтернативные запросы";1;0;0,00;0,00;-;-;-;0
07.02.2026;"психологическая поддержка";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
07.02.2026;"психологическая помощь в челябинске тревожность страхи";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
07.02.2026;"психологическая помощь онлайн";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
07.02.2026;"психологическая помощь онлайн круглосуточно красноярск";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог онлайн консультация -цена";"семантическое";-;"Целевые запросы";2;0;0,00;0,00;-;-;-;0
07.02.2026;"психологическая помощь онлайн чат";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
07.02.2026;"психология как понять что женщина психически не уравновешена";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"женский психолог";"семантическое";"женщин психология";"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
07.02.2026;"психология онлайн";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;1;100,00;39,15;39,15;-;-;0
07.02.2026;"психотерапевт когнитивно поведенческая терапия нижний новгород";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
07.02.2026;"психотерапевт красноярск онлайн консультация";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психотерапевт онлайн консультация";"семантическое";-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
07.02.2026;"психотерапевт красноярск онлайн консультация";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";2;1;50,00;54,34;54,34;-;-;0
07.02.2026;"психотерапевт онлайн";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;1;100,00;17,30;17,30;-;-;0
07.02.2026;"психотерапевт онлайн консультация";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психотерапевт онлайн консультация";"пословное";-;"Целевые запросы";1;1;100,00;115,19;115,19;-;-;0
07.02.2026;"психотерапевт сайт";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;1;100,00;77,77;77,77;-;-;0
07.02.2026;"психотерапевт уфа онлайн";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психотерапевт онлайн";"пословное";-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
07.02.2026;"сатья психолог лекции слушать онлайн";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог онлайн -записываться -консультация -анонимный -помощь";"пословное";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
07.02.2026;"сатья психолог о равноправии мужчин и женщин";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"женский психолог";"семантическое";"женщин психолог";"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
07.02.2026;"сеанс психолога цена";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";2;0;0,00;0,00;-;-;-;0
07.02.2026;"сексолог онлайн";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог онлайн -записываться -консультация -анонимный -помощь";"семантическое";-;"Узкие запросы";1;0;0,00;0,00;-;-;-;0
07.02.2026;"семейный психотерапевт онлайн";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психотерапевт онлайн -консультация";"пословное";-;"Альтернативные запросы";1;1;100,00;29,42;29,42;-;-;0
07.02.2026;"служба психологической поддержки";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
07.02.2026;"советы психолога женщинам 56 лет";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог для женщин";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
